Concert,Date,Venue,Location,Index
"Iron Maiden / Voodoo Six / Sabaton",2013-07-13 00:00:00.000,"Friends Arena","Solna, Stockholm, Sweden",785
"Iron Maiden / Sabaton",2013-07-16 00:00:00.000,"Ice Hall Palace","St. Petersburg, Russian Federation",783
"Iron Maiden / Sabaton",2013-07-18 00:00:00.000,"Olimpiyskiy Stadium","Moscow, Russian Federation",782
"Sabaton / Eluveite / Wisdom",2013-03-15 00:00:00.000,"Principal Club Theater (Μύλος)","Θεσσαλονίκη, Ελλάδα",779
"Sabaton / Eluveitie / Wisdom",2013-03-16 00:00:00.000,"Fuzz Live Music Club","Athens, Attica, Greece",778
"Sabaton / Eluveitie / Wisdom",2013-03-18 00:00:00.000,"Universiada Hall","Sofia, Sofia-Capital, Bulgaria",777
"Sabaton / Lucifer (LTU)",2013-03-25 00:00:00.000,"New York Club","Vilnius, Vilnius, Lithuania",772
"Eluveitie / Sabaton",2013-03-26 00:00:00.000,"Mielena Piektdina","Riga, Riga, Latvia",770
"Full Metal Cruise",2013-05-05 00:00:00.000,"Mein Schiff 1","Hamburg, Hamburg, Germany",764
"Full Metal Cruise",2013-05-06 00:00:00.000,"Mein Schiff 1","Hamburg, Hamburg, Germany",763
"Full Metal Cruise",2013-05-07 00:00:00.000,"Mein Schiff 1","Hamburg, Hamburg, Germany",762
"Full Metal Cruise",2013-05-08 00:00:00.000,"Mein Schiff 1","Hamburg, Hamburg, Germany",761
"Full Metal Cruise",2013-05-09 00:00:00.000,"Mein Schiff 1","Hamburg, Hamburg, Germany",760
"Full Metal Cruise",2013-05-10 00:00:00.000,"Mein Schiff 1","Hamburg, Hamburg, Germany",759
"Sabaton / Mordor",2013-02-08 00:00:00.000,"Yost Theater","Santa Ana, California, United States",756
"Nashville Pussy / Sabaton / Hatchet",2013-02-09 00:00:00.000,"Thee Parkside","San Francisco, California, United States",755
"Sabaton / Last Bastion / Beyond Theory",2013-02-12 00:00:00.000,"El Corazon","Seattle, Washington, United States",752
"Sabaton / Eluveitie / Wisdom",2013-03-03 00:00:00.000,"Hala Wisla","Kraków, Lesser Poland, Poland",745
"Sabaton / Eluveitie",2013-03-11 00:00:00.000,"Rockhouse","Salzburg, Salzburg, Austria",739
"Nightwish / Sabaton",2013-01-11 00:00:00.000,"Enmore Theatre","Sydney, New South Wales, Australia",729
"Sabaton / Black Majesty / Eyefear",2013-01-13 00:00:00.000,"Corner Hotel","Melbourne, Victoria, Australia",727
"Nightwish / Sabaton",2013-01-14 00:00:00.000,"Palace Theatre","Melbourne, Victoria, Australia",726
"70000Tons Of Metal",2013-01-28 00:00:00.000,"Royal Caribbean Cruise Line - Majesty Of The Seas","Miami, Florida, United States",724
"70000Tons Of Metal",2013-01-29 00:00:00.000,"Royal Caribbean Cruise Line - Majesty Of The Seas","Miami, Florida, United States",723
"70000Tons Of Metal",2013-01-30 00:00:00.000,"Royal Caribbean Cruise Line - Majesty Of The Seas","Miami, Florida, United States",722
"70000Tons Of Metal",2013-01-31 00:00:00.000,"Royal Caribbean Cruise Line - Majesty Of The Seas","Miami, Florida, United States",721
"70000Tons Of Metal",2013-02-01 00:00:00.000,"Royal Caribbean Cruise Line - Majesty Of The Seas","Miami, Florida, United States",720
"Sabaton / Eluveitie",2012-11-04 00:00:00.000,"The Garage","Glasgow, Scotland, United Kingdom",716
"Sabaton / Eluveitie",2012-11-06 00:00:00.000,"The Button Factory","Dublin, Leinster, Ireland",715
"Sabaton / Eluveitie / Wisdom",2012-11-10 00:00:00.000,"Great Hall, Cardiff University Students' Union","Cardiff, Wales, United Kingdom",712
"Sabaton / Eluvietie / Wisdom",2012-11-11 00:00:00.000,"Sheffield Corporation","Sheffield, England, United Kingdom",710
"Sabaton / Eluveitie / Bloodbound / Wisdom",2012-11-16 00:00:00.000,"Scandinavium","Gothenburg, Västra Götaland, Sweden",707
"Sabaton / Eluveitie",2012-10-03 00:00:00.000,"Razzmatazz 2","Barcelona, Catalonia, Spain",695
"Sabaton / Eluveitie / Wisdom",2012-10-04 00:00:00.000,"Sala Totem Aretoa","Villava, Spain",694
"Eluveitie / Sabaton",2012-10-05 00:00:00.000,"Sala Arena","Madrid, Madrid, Spain",693
"Sabaton / Eluveitie / Wisdom",2012-10-09 00:00:00.000,"L'Étage, Le Liberté","Rennes, Brittany, France",691
"Sabaton / Eluveitie / Wisdom / Belleruche / Secretive",2012-10-10 00:00:00.000,"La Laiterie","Strasbourg, Grand Est, France",690
"Sabaton / Eluveitie",2012-10-13 00:00:00.000,"Grosse Freiheit 36","Hamburg, Hamburg, Germany",688
"Eluveitie / Sabaton",2012-10-15 00:00:00.000,"Ancienne Belgique","Brussels, Brussels Capital, Belgium",686
"Sabaton / Eluveitie",2012-10-16 00:00:00.000,"Essigfabrik","Cologne, North Rhine-Westphalia, Germany",685
"Sabaton / Eluveitie",2012-10-18 00:00:00.000,"Amager Bio","Copenhagen, Capital Region, Denmark",684
"Sabaton / Eluveitie",2012-10-20 00:00:00.000,"Rockefeller","Oslo, Oslo, Norway",682
"Sabaton / Eluveitie",2012-10-21 00:00:00.000,"Fryshuset Arenan","Stockholm, Stockholm, Sweden",681
"Sabaton / Eluveitie / Wisdom",2012-11-01 00:00:00.000,"The Waterfront","Norwich, England, United Kingdom",678
"Sabaton / Eluveitie",2012-11-02 00:00:00.000,"Wulfrun Hall","Wolverhampton, England, United Kingdom",677
"Sabaton / Eluveitie / Wisdom",2012-11-03 00:00:00.000,"O2 Ritz Manchester","Manchester, England, United Kingdom",676
"Sabaton / Eluveitie",2012-09-07 00:00:00.000,"Capitol Hannover","Hanover, Lower Saxony, Germany",674
"Sabaton / Eluveitie / Wisdom",2012-09-09 00:00:00.000,"Poppodium 013","Tilburg, North Brabant, Netherlands",673
"Sabaton / Eluveitie",2012-09-10 00:00:00.000,"Hyde Park","Osnabrück, Lower Saxony, Germany",672
"Eluveitie / Sabaton",2012-09-12 00:00:00.000,"Rockhal","Esch-sur-Alzette, Esch-sur-Alzette, Luxembourg",671
"Sabaton / Eluveitie",2012-09-13 00:00:00.000,"Garage","Saarbrücken, Saarland, Germany",670
"Eluveitie / Sabaton",2012-09-14 00:00:00.000,"Metal Hammer Awards","Berlin, Berlin, Germany",669
"Sabaton / Eluveitie",2012-09-15 00:00:00.000,"Messe Giessen","Giessen, Germany",668
"Sabaton / Eluveitie",2012-09-17 00:00:00.000,"Rocking Chair","Vevey, Vaud, Switzerland",667
"Sabaton / Wisdom",2012-09-18 00:00:00.000,"Z7 Konzertfabrik","Pratteln, Basel-Landschaft, Switzerland",666
"Sabaton / Eluveitie / Wisdom",2012-09-19 00:00:00.000,"Alcatraz","Milan, Lombardy, Italy",665
"Sabaton / Eluveitie",2012-09-21 00:00:00.000,"MusicHall Strohofer Geiselwind","Geiselwind, Germany",664
"Serum 114 / BRDigung / Eluveitie / Sabaton",2012-09-22 00:00:00.000,"Backstage (Werk)","Munich, Bavaria, Germany",663
"Eluveitie / Sabaton",2012-09-23 00:00:00.000,"Club Vaudeville","Lindau, Germany",662
"Eluveitie / Sabaton",2012-09-27 00:00:00.000,"Komma","Worgl, Austria",660
"Sabaton / Eluveitie / Wisdom",2012-09-28 00:00:00.000,"Hellraiser","Leipzig, Saxony, Germany",659
"Sabaton / Eluveitie / Wisdom",2012-09-29 00:00:00.000,"De Mast","Torhout, Flanders, Belgium",658
"Sabaton / Eluveitie / Wisdom",2012-09-30 00:00:00.000,"Alhambra Théâtre Music-Hall","Paris, Île-de-France, France",657
"Eluveitie / Sabaton",2012-10-02 00:00:00.000,"Centre Culturel Oecumenique (CCO)","Villeurbanne, France",656
"Sweden Rock Festival 2012",2012-06-09 00:00:00.000,"Sweden Rock Festival Grounds","Norje, Blekinge, Sweden",655
"Sweden Rock Festival 2012",2012-06-06 00:00:00.000,"Sweden Rock Festival Grounds","Norje, Blekinge, Sweden",655
"Sweden Rock Festival 2012",2012-06-09 00:00:00.000,"Norje Havsbad","Sölvesborg, Blekinge, Sweden",654
"Sweden Rock Festival 2012",2012-06-06 00:00:00.000,"Norje Havsbad","Sölvesborg, Blekinge, Sweden",654
"Sabaton / Death Destruction",2012-06-15 00:00:00.000,"Metaltown Festival","Gothenburg, Västra Götaland, Sweden",651
"Tuska Open Air Metal Festival",2012-06-30 00:00:00.000,"Suvilahti","Helsinki, Uusimaa, Finland",645
"Masters Of Rock Festival",2012-07-15 00:00:00.000,"Masters Of Rock Festival Grounds","Vizovice, Zlín, Czechia",642
"Devil Side Festival",2012-07-21 00:00:00.000,"Turbinenhalle Oberhausen","Oberhausen, North Rhine-Westphalia, Germany",641
"Woodstock Festival Poland 2012",2012-08-04 00:00:00.000,"Unknown venue","Gorzów Wielkopolski, Lubusz, Poland",640
"Woodstock Festival Poland 2012",2012-08-02 00:00:00.000,"Unknown venue","Gorzów Wielkopolski, Lubusz, Poland",640
"Przystanek Woodstock 2012",2012-08-04 00:00:00.000,"Pol'and'Rock Festival","Kostrzyn nad Odrą, Lubusz, Poland",639
"Przystanek Woodstock 2012",2012-08-02 00:00:00.000,"Pol'and'Rock Festival","Kostrzyn nad Odrą, Lubusz, Poland",639
"Elektryczne Gitary / The Darkness / My Riot / Sabaton / Dubioza Kolektiv",2012-08-04 00:00:00.000,"Kostrzyn nad Odrą","Kostrzyn nad Odrą, Lubusz, Poland",637
"Metalcamp Festival 2012",2012-08-10 00:00:00.000,"","Tolmin, Tolmin, Slovenia",636
"Metalcamp Festival 2012",2012-08-05 00:00:00.000,"","Tolmin, Tolmin, Slovenia",636
"Rock im Betonwerk Festival 2012",2012-08-11 00:00:00.000,"Rock Im Betonwerk","Chemnitz, Saxony, Germany",635
"Rock im Betonwerk Festival 2012",2012-08-09 00:00:00.000,"Rock Im Betonwerk","Chemnitz, Saxony, Germany",635
"Sabaton / Pain",2012-08-10 00:00:00.000,"Metal Camp","Tolmin, Tolmin, Slovenia",633
"Sabaton / Epica",2012-08-18 00:00:00.000,"Rockstad","Falun, Dalarna, Sweden",630
"Sabaton / A Sound of Thunder",2012-05-15 00:00:00.000,"Station 4","Saint Paul, Minnesota, United States",617
"Relicseed / Sabaton",2012-05-23 00:00:00.000,"The Key Club","Los Angeles, California, United States",611
"Sabaton / Hell",2011-12-16 00:00:00.000,"KOKO","London, England, United Kingdom",608
"Sabaton / Black Majesty / Eyefear",2012-01-13 00:00:00.000,"Corner Hotel","Melbourne, Victoria, Australia",606
"3 Doors Down / Seether / Sabaton",2012-02-18 00:00:00.000,"Münchenbryggeriet","Stockholm, Stockholm, Sweden",605
"Sabaton / Eluveitie",2012-03-23 00:00:00.000,"Majestic Music Club","Bratislava, Bratislava, Slovak Republic",604
"Morbid Angel / Sabaton",2012-04-13 00:00:00.000,"Trees","Dallas, Texas, United States",601
"The Basement Reunion 4 / Burn Halo / Sabaton / Messer / Hazeland / Murder Fm",2012-04-14 00:00:00.000,"Trees","Dallas, Texas, United States",599
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence / Diamond Plate",2011-09-26 00:00:00.000,"reggies rock club","Chicago, Illinois, United States",587
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-09-27 00:00:00.000,"Station 4","Saint Paul, Minnesota, United States",586
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-09-28 00:00:00.000,"Osbourne Village","Winnipeg, Manitoba, Canada",585
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-09-29 00:00:00.000,"The Exchange","Regina, Saskatchewan, Canada",584
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-09-30 00:00:00.000,"The Starlite Room","Edmonton, Alberta, Canada",583
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-02 00:00:00.000,"El Corazon","Seattle, Washington, United States",582
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-03 00:00:00.000,"Venue Nightclub","Vancouver, British Columbia, Canada",581
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-05 00:00:00.000,"The Regency Ballroom","San Francisco, California, United States",579
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-06 00:00:00.000,"Key Club","West Hollywood, California, United States",578
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-07 00:00:00.000,"The Clubhouse Music Venue","Tempe, Arizona, United States",577
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-08 00:00:00.000,"The Complex","Salt Lake City, Utah, United States",576
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-09 00:00:00.000,"Bluebird Theater","Denver, Colorado, United States",575
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-11 00:00:00.000,"Numbers","Houston, Texas, United States",574
"Evergrey / Sabaton / Powerglove / Blackguard / The Absence",2011-10-12 00:00:00.000,"Trees","Dallas, Texas, United States",573
"Sabaton / legion / Blackguard",2011-10-13 00:00:00.000,"Emo's Austin","Austin, Texas, United States",572
"""Sabaton Cruise"" / Sabaton / Persuader / Bloodbound / Grailknights",2011-12-01 00:00:00.000,"Silja Cruise Lines - Galaxy","Stockholm, Stockholm, Sweden",568
"Sabaton / Primal Fear / Skull Fist / Gdansk",2011-09-01 00:00:00.000,"Centrum Stocznia Gdańska","Gdańsk, Pomerania, Poland",566
"Sabaton / Primal Fear / Skull Fist / Wrocław",2011-09-02 00:00:00.000,"Zajezdnia MPK","Wroclaw, Lower Silesia, Poland",565
"Sabaton / Primal Fear / Skull Fist",2011-09-03 00:00:00.000,"Park Sowińskiego","Warsaw, Mazovia, Poland",564
"Evergrey / Sabaton / Powerglove / Absence",2011-09-20 00:00:00.000,"Gramercy Theatre","New York, New York, United States",552
"Evergrey / Sabaton / Powerglove / The Absence",2011-09-20 00:00:00.000,"Gramercy Theatre","New York, New York, United States",551
"Evergrey / Sabaton / Powerglove / The Absence",2011-09-21 00:00:00.000,"Les Foufounes Electriques","Montreal, Quebec, Canada",550
"Evergrey / Sabaton / Powerglove / The Absence",2011-09-22 00:00:00.000,"The Opera House","Toronto, Ontario, Canada",549
"Evergrey / Sabaton / Powerglove / The Absence",2011-09-23 00:00:00.000,"Peabody's DownUnder","Cleveland, Ohio, United States",548
"Evergrey / Sabaton / Powerglove / The Absence",2011-09-24 00:00:00.000,"Blondies","Detroit, Michigan, United States",547
"Scorpions / Sabaton",2011-05-22 00:00:00.000,"Arena Omsk","Omsk, Russian Federation",546
"Scorpions / Sabaton",2011-05-24 00:00:00.000,"Tatneft Arena","Kazan, Russian Federation",545
"Metalfest 2011",2011-05-26 00:00:00.000,"Z7 Konzertfabrik","Basel, Basel-City, Switzerland",544
"Metalfest 2011",2011-05-28 00:00:00.000,"Z7 Konzertfabrik","Basel, Basel-City, Switzerland",544
"Scorpions / Sabaton",2011-05-26 00:00:00.000,"Olimpiyskiy Stadium","Moscow, Russian Federation",543
"Sabaton / Watain / Belphegor / Amorphis",2011-05-28 00:00:00.000,"Metalfest Open Air","Pratteln, Basel-Landschaft, Switzerland",541
"Sabaton / Watain / Amorphis",2011-05-29 00:00:00.000,"Metalfest","Dessau, Germany",540
"Sabaton Open Air!",2011-06-03 00:00:00.000,"Lugnet","Falun, Dalarna, Sweden",539
"Sabaton / While Heaven Wept",2011-06-04 00:00:00.000,"Metalfest","Budapest, Budapest, Hungary",538
"Rock In Concert",2011-06-17 00:00:00.000,"Waldstadion","Lichtenfels, Germany",536
"Rock In Concert",2011-06-18 00:00:00.000,"Waldstadion","Lichtenfels, Germany",536
"Rock In Concert",2011-06-18 00:00:00.000,"Waldstadion","Lichtenfels, Germany",535
"Iced Earth / Kreator / Sabaton",2011-06-25 00:00:00.000,"Rock Am Hartsfeldsee","Dischingen, Germany",534
"Iron Maiden / Sabaton",2011-07-01 00:00:00.000,"Ullevi","Gothenburg, Västra Götaland, Sweden",533
"Ruisrock 2011",2011-07-10 00:00:00.000,"","Turku, Finland",531
"Ruisrock 2011",2011-07-08 00:00:00.000,"","Turku, Finland",531
"Ruisrock 2011",2011-07-11 00:00:00.000,"Ruissalon Kansanpuisto","Turku, Finland",530
"Ruisrock 2011",2011-07-09 00:00:00.000,"Ruissalon Kansanpuisto","Turku, Finland",530
"""Summers End Festival"" / Kreator / Arch Enemy / Sabaton / Amorphis / Adam Bomb",2011-08-27 00:00:00.000,"Summers End Festival Grounds","Andernach",524
"Accept / Sabaton / Sword Of Judgement",2011-04-26 00:00:00.000,"El Corazon","Seattle, Washington, United States",523
"Accept / Sabaton / Garden Of Eden",2011-04-27 00:00:00.000,"Roseland Theater","Portland, Oregon, United States",522
"Accept / Sabaton",2011-04-28 00:00:00.000,"The Regency Ballroom","San Francisco, California, United States",521
"Accept / Sabaton",2011-04-30 00:00:00.000,"House of Blues San Diego","San Diego, California, United States",520
"Accept / Sabaton",2011-05-01 00:00:00.000,"The Observatory","Santa Ana, California, United States",519
"Accept / Sabaton",2011-05-02 00:00:00.000,"Ventura Theater","Ventura, California, United States",518
"Accept / Sabaton",2011-05-03 00:00:00.000,"The Clubhouse Music Venue","Tempe, Arizona, United States",517
"Accept / Sabaton",2011-05-04 00:00:00.000,"Club Vegas","Salt Lake City, Utah, United States",516
"Accept / Sabaton",2011-05-06 00:00:00.000,"Scout Bar","Houston, Texas, United States",515
"Accept / Sabaton",2011-05-07 00:00:00.000,"Scout Bar","Houston, Texas, United States",514
"Accept / Sabaton / War Kabinett",2011-05-08 00:00:00.000,"Circo Volador","Mexico City, Mexico City, Mexico",513
"Accept / Sabaton",2011-05-10 00:00:00.000,"Teatro Mexico","La Paz, Bolivia",512
"Scorpions / Sabaton",2011-05-12 00:00:00.000,"Ледовый Дворец","St. Petersburg, Russian Federation",511
"Accept / Sabaton",2011-05-13 00:00:00.000,"Cadillac Club","Santiago, Santiago Metropolitan, Chile",510
"Accept / Sabaton",2011-05-14 00:00:00.000,"El Teatro Flores","Buenos Aires, Buenos Aires F.D., Argentina",509
"Scorpions / Sabaton",2011-05-14 00:00:00.000,"Olympus Sports Palace / Дворец спорта Олимп","Krasnodar, Russian Federation",508
"Scorpions / Sabaton",2011-05-15 00:00:00.000,"Sports Palace / дворец спорта","Rostov-na-Donu, Russian Federation",507
"Scorpions / Sabaton",2011-05-17 00:00:00.000,"Yarygin Arena","Krasnoyarsk, Russian Federation",506
"Scorpions / Sabaton",2011-05-19 00:00:00.000,"Ledovy Dvorets Sporta Sibir","Novosibirsk, Russian Federation",504
"Scorpions / Sabaton",2011-05-20 00:00:00.000,"Arena Metallurg","Magnitogorsk, Russian Federation",503
"Hammerfest 2011",2011-03-19 00:00:00.000,"Pontins Prestatyn Sands Holiday Park","Prestatyn, Wales, United Kingdom",498
"Hammerfest 2011",2011-03-17 00:00:00.000,"Pontins Prestatyn Sands Holiday Park","Prestatyn, Wales, United Kingdom",498
"Hammerfest 2011",2011-03-20 00:00:00.000,"Pontins Prestatyn Sands Holiday Park","Prestatyn, Wales, United Kingdom",497
"Hammerfest 2011",2011-03-18 00:00:00.000,"Pontins Prestatyn Sands Holiday Park","Prestatyn, Wales, United Kingdom",497
"""Hammerfest"" / Sabaton / Power Quest",2011-03-19 00:00:00.000,"Pontins","Prestatyn Sands, United Kingdom",495
"Accept / Sabaton",2011-04-09 00:00:00.000,"Venue 578","Orlando, Florida, United States",494
"Accept / Sabaton",2011-04-10 00:00:00.000,"Culture Room","Fort Lauderdale, Florida, United States",493
"Accept / Sabaton",2011-04-13 00:00:00.000,"Jaxx","West Springfield, Virginia, United States",492
"Accept / Sabaton",2011-04-14 00:00:00.000,"Trocadero Theatre","Philadelphia, Pennsylvania, United States",491
"Overkill / Accept / Sabaton / Cypher Seer",2011-04-16 00:00:00.000,"Palladium Times Square","New York, New York, United States",489
"Accept / Sabaton",2011-04-17 00:00:00.000,"Club Soda","Montreal, Quebec, Canada",488
"Accept / Sabaton",2011-04-18 00:00:00.000,"Imperial De Quebec","Québec, Quebec, Canada",487
"Accept / Sabaton",2011-04-20 00:00:00.000,"The Axis Club","Toronto, Ontario, Canada",486
"Accept / Sabaton",2011-04-21 00:00:00.000,"Blondies","Detroit, Michigan, United States",485
"Accept / Sabaton",2011-04-22 00:00:00.000,"Bottom Lounge","Chicago, Illinois, United States",484
"Sabaton / Accept",2011-04-23 00:00:00.000,"Mesa Riverview","Mesa, Arizona, United States",483
"Sabaton / Raubtier / Steelwing",2010-12-03 00:00:00.000,"Tavastia - Klubi","Helsinki, Uusimaa, Finland",481
"Sabaton / Raubtier / Steelwing",2010-12-04 00:00:00.000,"Klubi","Turku, Finland",480
"Sabaton / Raubtier / Steelwing",2010-12-05 00:00:00.000,"Dino's","Mariehamn, Finland",479
"Sabaton / Raubtier / Steelwing",2010-12-08 00:00:00.000,"Blaest","Trondheim, Trøndelag, Norway",478
"Sabaton / Raubtier / Steelwing",2010-12-09 00:00:00.000,"Gamla Theater","Ostersund, Sweden",477
"Sabaton / Raubtier / Steelwing",2010-12-11 00:00:00.000,"Idunteatern","Umea, Sweden",475
"Sabaton / Triptykon",2011-02-18 00:00:00.000,"Finnish Metal Expo","Helsinki, Uusimaa, Finland",470
"Sabaton / Nightmare",2011-03-11 00:00:00.000,"Salle de Kao, Ninkasi","Lyon, Auvergne-Rhône-Alpes, France",461
"Alestorm / Sabaton / Steelwing",2010-11-07 00:00:00.000,"Kulturni Centrum Vltavska","Prague, Hlavní město Praha, Czechia",460
"Alestorm / Sabaton / Steelwing",2010-11-08 00:00:00.000,"Studio","Kraków, Lesser Poland, Poland",459
"Alestorm / Sabaton / Steelwing",2010-11-10 00:00:00.000,"MEGA CLUB","Katowice, Silesia, Poland",458
"Alestorm / Sabaton / Steelwing",2010-11-11 00:00:00.000,"Dekompresja","Lodz, Łódź Voivodeship, Poland",457
"Alestorm / Sabaton / Steelwing",2010-11-12 00:00:00.000,"Pod Palma","Rzeszow, Poland",456
"Alestorm / Sabaton / Steelwing",2010-11-13 00:00:00.000,"Majestic Music Club","Bratislava, Bratislava, Slovak Republic",455
"Alestorm / Sabaton / Steelwing",2010-11-14 00:00:00.000,"Wig Wam","Budapest, Budapest, Hungary",454
"Sabaton / Alestorm / Steelwing",2010-11-16 00:00:00.000,"Hristo Botev Hall","Sofia, Sofia-Capital, Bulgaria",453
"Alestorm / Sabaton / Steelwing",2010-11-17 00:00:00.000,"Silver Church","Bucharest, Bucureşti, Romania",452
"Trooper / Sabaton",2010-11-18 00:00:00.000,"The Silver Church Club","Bucharest, Bucureşti, Romania",451
"Alestorm / Sabaton / Steelwing",2010-11-19 00:00:00.000,"SKC Club","Vrnjacka Banja, Serbia",450
"Alestorm / Sabaton / Steelwing",2010-11-20 00:00:00.000,"Mochvara","Zagreb, City of Zagreb, Croatia",449
"Alestorm / Sabaton / Steelwing",2010-11-21 00:00:00.000,"Explosiv","Graz, Styria, Austria",448
"Alestorm / Sabaton / Steelwing",2010-11-22 00:00:00.000,"Komma","Worgl, Austria",447
"Alestorm / Sabaton / Steelwing",2010-11-23 00:00:00.000,"The Columbia Theater","Berlin, Berlin, Germany",446
"Sabaton / Alestorm",2010-11-24 00:00:00.000,"C-Club","Berlin, Berlin, Germany",445
"Alestorm / Sabaton / Steelwing",2010-11-25 00:00:00.000,"Lisebergshallen","Gothenburg, Västra Götaland, Sweden",444
"Alestorm / Sabaton / Steelwing",2010-11-26 00:00:00.000,"Club Ron","Ronneby, Sweden",443
"Alestorm / Sabaton / Steelwing",2010-11-27 00:00:00.000,"Fryshuset Arenan","Stockholm, Stockholm, Sweden",442
"Sabaton / Alestorm / Thaurorod",2010-10-11 00:00:00.000,"Manchester Academy 2","Manchester, England, United Kingdom",440
"Sabaton / Alestorm",2010-10-12 00:00:00.000,"The Garage","Glasgow, Scotland, United Kingdom",439
"Alestorm / Sabaton / Steelwing",2010-10-14 00:00:00.000,"Electric Ballroom Camden","London, England, United Kingdom",438
"Alestorm / Sabaton / Steelwing",2010-10-15 00:00:00.000,"Wulfrun Hall","Wolverhampton, England, United Kingdom",437
"Alestorm / Sabaton / Steelwing / Thrauorod",2010-10-16 00:00:00.000,"Corporation","Sheffield, England, United Kingdom",436
"Alestorm / Sabaton / Steelwing",2010-10-17 00:00:00.000,"Concorde 2","Brighton, England, United Kingdom",435
"Alestorm / Sabaton / Steelwing",2010-10-19 00:00:00.000,"Muziekcentrum Trix","Antwerp, Flanders, Belgium",434
"Alestorm / Sabaton / Steelwing",2010-10-20 00:00:00.000,"Batschkapp","Frankfurt am Main, Hesse, Germany",433
"Alestorm / Sabaton / Steelwing",2010-10-21 00:00:00.000,"Doornroosje","Nijmegen, Gelderland, Netherlands",432
"Alestorm / Sabaton / Steelwing",2010-10-22 00:00:00.000,"FZW","Dortmund, North Rhine-Westphalia, Germany",431
"Sabaton / Thaurorod / Alestorm",2010-10-23 00:00:00.000,"Hof Ter Lo","Antwerp, Flanders, Belgium",430
"Alestorm / Sabaton / Steelwing",2010-10-28 00:00:00.000,"Folkets Park","Huskvarna, Sweden",429
"Alestorm / Sabaton / Steelwing",2010-10-29 00:00:00.000,"Mejeriet","Lund, Skåne, Sweden",428
"Alestorm / Sabaton / Steelwing",2010-10-30 00:00:00.000,"Louis De Geer","Norrkoping, Sweden",427
"Alestorm / Sabaton / Steelwing",2010-11-01 00:00:00.000,"Rock Cafe","Tallinn, Estonia",426
"Alestorm / Sabaton / Steelwing",2010-11-02 00:00:00.000,"Melna Piektiena","Riga, Riga, Latvia",425
"Alestorm / Sabaton / Steelwing",2010-11-03 00:00:00.000,"Reactor","Minsk, Minsk City, Belarus",424
"Alestorm / Sabaton / Steelwing",2010-11-05 00:00:00.000,"Szene Wien","Vienna, Vienna, Austria",422
"Alestorm / Sabaton / Steelwing",2010-11-06 00:00:00.000,"Masters Of Rock Cafe","Zlín, Czech Republic",421
"Leprous / Loch Vostok / Sabaton / Therion / Loch Vostock",2010-11-06 00:00:00.000,"Szene Wien","Vienna, Vienna, Austria",420
"Sabaton / Sonic Syndicate",2010-09-15 00:00:00.000,"Folken","Stavanger, Rogaland, Norway",417
"Sabaton / Sonic Syndicate",2010-09-16 00:00:00.000,"Garage","Bergen, Vestland, Norway",416
"Sabaton / Sonic Syndicate",2010-09-17 00:00:00.000,"ByScenen","Haugesund, Norway",415
"Sabaton / Sonic Syndicate",2010-09-18 00:00:00.000,"Rockefeller","Oslo, Oslo, Norway",414
"Sabaton / Alestorm",2010-09-24 00:00:00.000,"Nöjesfabriken","Karlstad, Värmland, Sweden",413
"Sabaton / Alestorm",2010-09-25 00:00:00.000,"Amager Bio","Copenhagen, Capital Region, Denmark",412
"Sabaton / Alestorm",2010-09-26 00:00:00.000,"Markthalle","Hamburg, Hamburg, Germany",411
"Alestorm / Sabaton / Thaurorod",2010-09-27 00:00:00.000,"De Kade","Zaandam, North Holland, Netherlands",410
"Sabaton / Alestorm",2010-09-29 00:00:00.000,"Musikzentrum Hannover","Hanover, Lower Saxony, Germany",409
"Alestorm / Sabaton",2010-09-30 00:00:00.000,"Hellraiser","Leipzig, Saxony, Germany",408
"Johnossi / Sabaton / Alestorm / Moto Boy / Carl Norén",2010-10-02 00:00:00.000,"Backstage (Werk)","Munich, Bavaria, Germany",405
"Sabaton / Alestorm",2010-10-03 00:00:00.000,"Rockfabrik","Ludwigsburg, Baden-Württemberg, Germany",404
"Sabaton / Alestorm",2010-10-05 00:00:00.000,"Underground","Cologne, North Rhine-Westphalia, Germany",403
"Sabaton / Alestorm",2010-10-06 00:00:00.000,"Garage","Saarbrücken, Saarland, Germany",402
"Sabaton / Alestorm",2010-10-08 00:00:00.000,"Z7 Konzertfabrik","Pratteln, Basel-Landschaft, Switzerland",400
"Sabaton / Alestorm / Thaurorod",2010-10-09 00:00:00.000,"Nouveau Casino","Paris, Île-de-France, France",399
